-4.063799,86.2211925,1,67
-96.549315,80.620005,1,73
-88.591733,-59.071368,1,87
-99.817514,-15.6024395,1,34
23.190776,-52.952267,2,9
125.442152,81.442583,1,9
103.947601,-39.204526,1,34
105.364170,79.2587185,1,41
53.131017,80.0944175,1,53
163.946200,-45.564421,1,16
145.781522,-61.170544,0,76
86.208083,0.436721,1,8
-8.316475,-51.593131,1,70
-44.523541,-62.659188,1,85
-28.301040,-6.7659405,3,0
114.030348,4.9385095,3,33
11.902814,-49.8729745,1,9
142.123038,83.2466135,1,7
-126.811649,-44.6207405,2,10
113.076610,80.619068,3,89
-27.066592,42.835597,2,33
87.554441,85.3314705,1,82
-114.221980,-35.4908875,1,1
-121.076737,89.857403,3,72
-164.083109,-1.296971,3,74
-142.181371,4.084744,3,91
-21.181107,25.179431,2,49
45.891366,-53.6943245,3,36
-140.264594,-41.2437155,2,31
58.063606,-62.4256385,2,46
151.844696,16.0891375,2,89
150.540077,23.8587035,1,0
-175.231869,76.609420,1,68
143.820244,-55.175381,1,40
-120.706656,-17.644482,1,44
137.345056,-52.772626,0,52
-171.848656,-19.8351465,0,22
177.497631,-18.887900,1,7
-114.678843,-42.3932105,1,25
-140.492029,-24.4401715,1,21
53.399374,87.3486415,1,17
-138.580020,-3.2531635,1,67
-145.949021,-59.877731,1,67
-31.735293,0.3512145,1,80
88.067001,77.1658045,1,22
169.981304,33.931694,0,93
127.156169,85.5185815,1,65
76.972967,-24.295590,1,78
-150.275741,64.8258085,1,44
-85.791688,87.1985345,1,68
-151.451107,3.0206455,1,61
-112.951766,-60.6080205,1,44
-167.142902,42.963745,1,78
55.760144,-3.5182305,0,64
-12.154481,49.2260885,1,59
93.854282,-26.6647385,0,69
-155.668901,45.7291335,0,79
